文献列表,数据排序,名称,杂志名称,年份,classify,monomer1,monomer1(wt%),monomer2,monomer2(wt%),单体材料3,"比例
(wt%)",单体材料4,"比例
(wt%)",Frontal Velocity(cm/min),Frontal Temperature(℃),环境温度(℃),催化剂,"用量
(wt%)",抑制剂,"用量
(wt%)",交联剂,"用量
(wt%)",initiator1,initiator1(wt%),initiator2,initiator2(wt%),引发时间(min),"Pot life
适用期(h)",degree of curing(%),"能量输入
(J)","反应焓
(J/g)","粘度
(mPa.s)","诱导期
(min)",断裂伸长率(%),"硬度
(MPa)",弹性模量(MPa),断裂强度(MPa),Tensile strength(MPa),"拉伸模量
(MPa)",拉伸应力(MPa),"弯曲强度
(MPa)","弯曲模量
(MPa)","压缩强度
(MPa)","压缩模量
(MPa)","抗张强度
(MPa)","抗压强度
(KPa)","储能模量
(MPa)","损耗模量
(MPa)","降低模量
(MPa)","剪切强度
(MPa)","切线模量
（kPa）","冲击强度
(MPa)",Young's modulus(MPa),介电常数,"介电损耗
tan","电导率
（mS/m）","光敏性
（%）",glass transition temperature（℃）,平衡溶胀比ESR（%）,"不同pH溶胀比
（%）",pH,不同时间溶胀比（%）,"时间
（h）",不同温度溶胀比（%）,"温度
（C）","3D打印长度
（mm）","3D打印速度
（mm/s）",备注1,备注2,引发体系,引发方式
14,179,The Effect of Acrylate Functionality on Frontal Polymerization Velocity and Temperature,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2019,acrylate,BDDA,100,,,,,,,6.88,157.8,,,,,,,,Luperox 231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TMPTA一三官能团丙烯酸酯；1,4-丁二醇二丙烯酸酯（BDDA）；二（乙二醇）二丙烯酸酯（DEGDA）、聚（乙二醇）二丙烯酸酯（PEGDA）、二（三羟甲基丙烷）四丙烯酸酯（DTMPTA）；Luperox 231（1,1-二（叔丁基过氧基）3,3,5-三甲基环己烷）",,热引发体系,烙铁加热
14,180,The Effect of Acrylate Functionality on Frontal Polymerization Velocity and Temperature,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2019,acrylate,TMPTA,70,BDDA,30,,,,,6.94,181.1,,,,,,,,Luperox 231,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,烙铁加热
14,181,The Effect of Acrylate Functionality on Frontal Polymerization Velocity and Temperature,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2019,acrylate,PEGDA,100,,,,,,,7.09,138.3,,,,,,,,Luperox 231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,烙铁加热
14,182,The Effect of Acrylate Functionality on Frontal Polymerization Velocity and Temperature,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2019,acrylate,TMPTA,80,BDDA,20,,,,,7.25,184.5,,,,,,,,Luperox 231,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,烙铁加热
14,183,The Effect of Acrylate Functionality on Frontal Polymerization Velocity and Temperature,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2019,acrylate,TMPTA,100,HDDA,0,,,,,8.1,183.7,,,,,,,,Luperox 231,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,烙铁加热
14,184,The Effect of Acrylate Functionality on Frontal Polymerization Velocity and Temperature,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2019,acrylate,TMPTA,100,BDDA,0,,,,,8.1,182.9,,,,,,,,Luperox 231,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,烙铁加热
14,185,The Effect of Acrylate Functionality on Frontal Polymerization Velocity and Temperature,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2019,acrylate,TMPTA,100,,,,,,,9.98,143.1,,,,,,,,Luperox 231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,烙铁加热
15,186,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,55.3,ChCl,44.7,,,,,0.64,119.9,,,,,,,,Luperox 231,0.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,187,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,55.3,ChCl,44.7,,,,,0.8,143.6,,,,,,,,Luperox 231,0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,188,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,55.3,ChCl,44.7,,,,,0.8,129.8,,,,,,,,Luperox 231,0.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,189,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,55.3,ChCl,44.7,,,,,0.8,158,,,,,,,,Luperox 231,1.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,190,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,55.3,ChCl,44.7,,,,,0.9,144.8,,,,,,,,Luperox 231,2.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,191,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,55.3,ChCl,44.7,,,,,0.9,152.3,,,,,,,,Luperox 231,3.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,192,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,45.3,ChCl,54.7,,,,,1.6,160.7,,,,,,,,Luperox 231,0.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acrylic acid,丙烯酸；methacrylic acid甲基丙烯酸；二甲基亚砜DMSO；月桂酸（LA）；硬脂酸（SA）；氢键供体（HBD）和氢键受体（HBA）",深共晶溶剂,,
15,193,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,45.3,ChCl,54.7,,,,,1.6,170.4,,,,,,,,Luperox 231,2.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,194,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,45.3,ChCl,54.7,,,,,1.7,202.3,,,,,,,,Luperox 231,3.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,195,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,45.3,ChCl,54.7,,,,,1.9,152.3,,,,,,,,Luperox 231,0.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,196,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,45.3,ChCl,54.7,,,,,1.9,202.8,,,,,,,,Luperox 231,0.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,197,Frontal Polymerization of Deep Eutectic Solvents Composed of Acrylic and Methacrylic Acids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2017,,AA,45.3,ChCl,54.7,,,,,2,192.7,,,,,,,,Luperox 231,2.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,198,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.28,,,,,,,MBA,10,APS,5.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N，N′-亚甲基双丙烯酰胺（MBA）；过硫酸铵（APS），丙烯酸（AA）；聚（乙二醇）二丙烯酸酯（PEGDA）,,热引发体系,
16,199,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.62,,,,,,,MBA,7.0 ,APS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,200,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.63,,,,,,,MBA,10,APS,7.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,201,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.66,,,,,,,MBA,5.6 ,APS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,202,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.72,,,,,,,MBA,10.1 ,APS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,203,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.78,,,,,,,MBA,8.9 ,APS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,204,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.94,,,,,,,MBA,10,APS,12.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,205,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.95,,,,,,,MBA,10,APS,10.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,206,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,1.98,,,,,,,MBA,12.2 ,APS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,207,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,2.1,,,,,,,MBA,10,APS,14.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,208,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,2.23,,,,,,,MBA,10,APS,19.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,209,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,2.24,,,,,,,MBA,16.3 ,APS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
16,210,Cure-on-Demand Acrylamide Grout Using Frontal Polymerization,JOURNAL OF MATERIALS IN CIVIL ENGUNEERING,2017,acrylate,AAM,100,,,,,,,2.47,,,,,,,MBA,10,APS,30.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
17,211,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,,,,,,,,,,IOC-8,1.91 ,TPED,1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,热引发体系,烙铁加热
17,212,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,,,,,,,,,,IOC-8,3.77 ,TPED,1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,热引发体系,
17,213,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,,,,,,,,,,IOC-8,3.77 ,TPED,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,热引发体系,
17,214,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,2.94,,,,,,,,,IOC-8,1.91 ,TPED,0.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"环氧树脂双酚A二缩水甘油醚（BADGE）；自由基热引发剂（RTI）；C-C不稳定化合物苯并吡那醇（TPED）；1,1,2,2-四苯基1,2-乙二醇（TPED，Fluka）；对（辛氧基苯基）苯基碘六氟锑酸铵（IOC-8 SbF6，ABCR）；",,热引发体系,
17,215,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,3.02,,,,,,,,,IOC-8,1.91 ,TPED,1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
17,216,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,3.87,,,,,,,,,IOC-8,1.91 ,TPED,4.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
17,217,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,4.18,,,,,,,,,IOC-8,1.91 ,TPED,8.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
17,218,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,4.92,,,,,,,,,IOC-8,3.77 ,TPED,0.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
17,219,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,5.79,,,,,,,,,IOC-8,3.77 ,TPED,1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
17,220,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,10.25,,,,,,,,,IOC-8,3.77 ,TPED,4.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
17,221,"Radical Induced Cationic Frontal Polymerization as a Versatile Tool for
Epoxy Curing and Composite Production",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2016,epoxy,BADGE,100,,,,,,,11.22,,,,,,,,,IOC-8,3.77 ,TPED,8.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热引发体系,
18,222,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,0.07,,,,,,,,,TI,4,TTH,2,11.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3，4-环氧环己基甲酸 3'，4'-环氧环己烷基甲酯(221树脂)；三氟化硼-胺络合物(热引发剂) ；混合型三芳基六氟锑酸硫鎓盐(光引发剂),,光引发体系,UV光源
18,223,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,0.81,,,,,,,,,TI,3,TTH,4,2.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
18,224,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,1,,,,,,,,,TI,4,TTH,3,1.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
18,225,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,1.17,,,,,,,,,TI,4,TTH,4,1.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
18,226,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,1.19,,,,,,,,,TI,4,TTH,4,1.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
18,227,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,1.35,,,,,,,,,TI,5,TTH,4,0.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
18,228,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,1.43,,,,,,,,,TI,6,TTH,4,0.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
18,229,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,3.32,,,,,,,,,TI,4,TTH,5,0.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
18,230,紫外光引发环氧树脂的下行前线聚合行为,高等学校化学学报,2015,epoxy,EP-221,100,,,,,,,5.18,,,,,,,,,TI,4,TTH,6,0.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光引发体系,UV光源
19,231,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,99,PyBuAc,1,,,,,1.15,169,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,烙铁加热
19,232,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,100,,,,,,,1.32,161,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,过氧化苯甲酰（BPO），聚乙二醇二丙烯酸酯（PEGDA）；芘的单体丙烯酸1-芘丁酯（PyBuAc）；三乙胺（TEA）；四氢呋喃（THF）,玻璃试管（长16cm，内径16mm）,热引发体系,
19,233,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,99.99,PyBuAc,0.01,,,,,1.33,167,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,234,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,99.95,PyBuAc,0.05,,,,,1.34,165,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,235,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,99.5,PyBuAc,0.5,,,,,1.36,171,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,236,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,99.975,PyBuAc,0.025,,,,,1.4,168,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,237,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,99.9,PyBuAc,0.1,,,,,1.42,170,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,238,PEGDA-Based Luminescent Polymers Prepared by Frontal Polymerization,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2015,acrylate,PEGDA,99.75,PyBuAc,0.25,,,,,1.42,172,,,,,,,,BPO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,239,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.45,,,,,,,,,KBSPS,0.3,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,240,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.46,,,,,,,,,Azo56,0.4,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N、N-亚甲基双（丙烯酰胺）（BAM），和2,2′-偶氮双（2-甲基丙脒）二盐酸盐（Azo56）；2,2′偶氮双[2-（2-咪唑啉-2-基）丙烷]二盐酸盐（Azo44）；",玻璃瓶（内径20 mm）,光引发体系,
20,241,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.47,,,,,,,,,Azo56,0.45,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,242,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.49,,,,,,,,,KBSPS,0.35,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,243,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.51,,,,,,,,,KBSPS,0.45,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,244,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.55,,,,,,,,,KBSPS,0.6,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,245,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.56,,,,,,,,,Azo56,0.6,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,246,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.59,,,,,,,,,KBSPS,0.7,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,247,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.63,,,,,,,,,Azo56,0.7,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,248,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.69,,,,,,,,,Azo56,1,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,249,UV-Initiated Bubble-Free Frontal Polymerization in Aqueous Conditions,MACROMOLECULAR,2015,,AAc,98,BAM,2,,,,,0.73,,,,,,,,,Azo56,1.2,w-BAPO,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,250,Anisotropic Biphase Frontal Polymerization towardin Situ Generation of Dual-Component Polymers,MACROMOLECULAR,2015,acrylate,HEA,40,NVP,60,,,,,1.22,101.1,,,,,,MBAA,0.5,APS,0.15,TMEDA,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,激光加热
21,251,Anisotropic Biphase Frontal Polymerization towardin Situ Generation of Dual-Component Polymers,MACROMOLECULAR,2015,acrylate,HEA,50,NVP,50,,,,,1.25,103.7,,,,,,MBAA,0.5,APS,0.1,TMEDA,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,252,Anisotropic Biphase Frontal Polymerization towardin Situ Generation of Dual-Component Polymers,MACROMOLECULAR,2015,acrylate,HEA,80,NVP,20,,,,,1.4,105,,,,,,MBAA,0.5,APS,0.15,TMEDA,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
